MAGID	SampleName	Age	Total	EggNOG	Unknow5
Sg_CK52A_55	CK52A	100	1942	1759	113
Sg_CK52A_56	CK52A	100	1554	1454	61
Sg_CK52A_57	CK52A	100	2031	1865	79
Sg_CK52A_58	CK52A	100	2570	2533	116
Sg_CK52A_59	CK52A	100	1758	1651	102
Sg_CK52A_5	CK52A	100	3293	3148	148
Sg_CK52A_60	CK52A	100	2500	2313	176
Sg_CK52A_61	CK52A	100	2057	1934	85
Sg_CK52A_62	CK52A	100	2525	2253	76
Sg_CK52A_63	CK52A	100	2257	2006	115
Sg_CK52A_64	CK52A	100	3045	2857	215
Sg_CK52A_65	CK52A	100	1371	1032	38
Sg_CK52A_66	CK52A	100	1972	1881	95
Sg_CK52A_67	CK52A	100	2382	2261	171
Sg_CK52A_68	CK52A	100	3761	3516	223
Sg_CK52A_69	CK52A	100	1346	1065	53
Sg_CK52A_6	CK52A	100	1443	1157	62
Sg_CK52A_70	CK52A	100	2539	2419	151
Sg_CK52A_71	CK52A	100	2270	1971	141
Sg_CK52A_72	CK52A	100	1408	1123	54
Sg_CK52A_73	CK52A	100	1621	1501	47
Sg_CK52A_74	CK52A	100	3929	3671	345
Sg_CK52A_75	CK52A	100	2908	2712	99
Sg_CK52A_76	CK52A	100	4019	3986	74
Sg_CK52A_7	CK52A	100	1930	1779	90
Sg_CK52A_8	CK52A	100	1879	1624	45
Sg_CK52A_9	CK52A	100	2734	2537	241
Sg_CM15_10	CM15	100	1451	1354	136
Sg_CM15_11	CM15	100	1880	1691	69
Sg_CM15_12	CM15	100	1975	1804	98
Sg_CM15_13	CM15	100	1711	1637	45
Sg_CM15_14	CM15	100	1934	1776	71
Sg_CM15_15	CM15	100	2035	1973	112
Sg_CM15_16	CM15	100	2981	2771	163
Sg_CM15_17	CM15	100	1966	1857	68
Sg_CM15_18	CM15	100	1924	1723	125
Sg_CM15_19	CM15	100	2093	1833	111
Sg_CM15_1	CM15	100	2134	2089	110
Sg_CM15_20	CM15	100	2024	1942	98
Sg_CM15_21	CM15	100	3263	2864	181
Sg_CM15_22	CM15	100	1674	1513	56
Sg_CM15_23	CM15	100	2912	2781	177
Sg_CM15_24	CM15	100	2347	2254	153
Sg_CM15_25	CM15	100	1811	1714	98
Sg_CM15_26	CM15	100	2169	2056	112
Sg_CM15_27	CM15	100	3012	2612	206
Sg_CM15_28	CM15	100	1746	1615	43
Sg_CM15_29	CM15	100	2495	2241	184
Sg_CM15_2	CM15	100	1399	1201	14
Sg_CM15_30	CM15	100	1796	1677	80
Sg_CM15_31	CM15	100	1742	1678	88
Sg_CM15_32	CM15	100	2450	2337	167
Sg_CM15_33	CM15	100	1992	1833	82
Sg_CM15_34	CM15	100	1720	1682	70
Sg_CM15_35	CM15	100	2376	2261	91
Sg_CM15_36	CM15	100	1922	1897	88
Sg_CM15_37	CM15	100	2220	1989	113
Sg_CM15_38	CM15	100	2614	2375	291
Sg_CM15_39	CM15	100	1987	1848	133
Sg_CM15_3	CM15	100	1842	1770	164
Sg_CM15_40	CM15	100	968	948	42
Sg_CM15_41	CM15	100	2137	1946	119
Sg_CM15_42	CM15	100	2261	2069	163
Sg_CM15_43	CM15	100	2138	2017	98
Sg_CM15_44	CM15	100	1813	1684	43
Sg_CM15_45	CM15	100	1913	1820	87
Sg_CM15_46	CM15	100	2298	2183	134
Sg_CM15_47	CM15	100	2075	2020	100
Sg_CM15_48	CM15	100	2026	1923	132
Sg_CM15_49	CM15	100	1891	1751	86
Sg_CM15_4	CM15	100	2428	2223	85
Sg_CM15_50	CM15	100	1896	1702	51
Sg_CM15_51	CM15	100	1758	1567	38
Sg_CM15_52	CM15	100	2076	1926	114
Sg_CM15_53	CM15	100	2146	2030	98
Sg_CM15_54	CM15	100	2169	2038	104
Sg_CM15_55	CM15	100	4490	4447	61
Sg_CM15_56	CM15	100	3703	3534	177
Sg_CM15_57	CM15	100	3011	2798	172
Sg_CM15_58	CM15	100	2473	2333	204
Sg_CM15_59	CM15	100	1764	1657	119
Sg_CM15_5	CM15	100	2472	2196	100
Sg_CM15_60	CM15	100	1159	1136	43
Sg_CM15_61	CM15	100	2058	1910	117
Sg_CM15_62	CM15	100	2831	2688	195
Sg_CM15_64	CM15	100	2541	2306	159
Sg_CM15_65	CM15	100	1666	1649	71
Sg_CM15_66	CM15	100	1893	1661	119
Sg_CM15_67	CM15	100	1822	1763	157
Sg_CM15_68	CM15	100	2451	2256	182
Sg_CM15_69	CM15	100	4881	4769	304
Sg_CM15_70	CM15	100	2657	2530	141
Sg_CM15_71	CM15	100	2299	2232	88
Sg_CM15_73	CM15	100	2262	2112	77
Sg_CM15_74	CM15	100	2261	2109	115
Sg_CM15_77	CM15	100	2369	2032	53
Sg_CM15_78	CM15	100	2623	2307	136
Sg_CM15_79	CM15	100	2444	2348	138
Sg_CM15_7	CM15	100	2258	2106	227
Sg_CM15_80	CM15	100	2733	2447	220
Sg_CM15_81	CM15	100	1666	1529	81
Sg_CM15_82	CM15	100	1689	1532	62
Sg_CM15_83	CM15	100	2252	1956	78
Sg_CM15_84	CM15	100	3405	3019	134
Sg_CM15_8	CM15	100	1519	1441	50
Sg_CM15_9	CM15	100	2826	2630	197
Sg_CM17_10	CM17	100	2084	1813	91
Sg_CM17_11	CM17	100	1900	1779	114
Sg_CM17_12	CM17	100	2476	2186	162
Sg_CM17_13	CM17	100	2726	2674	114
Sg_CM17_14	CM17	100	2649	2587	170
Sg_CM17_16	CM17	100	2970	2651	212
Sg_CM17_17	CM17	100	4284	4195	112
Sg_CM17_18	CM17	100	2085	1892	93
Sg_CM17_19	CM17	100	3228	2941	244
Sg_CM17_1	CM17	100	3568	3225	235
Sg_CM17_20	CM17	100	2742	2559	140
Sg_CM17_21	CM17	100	2460	2330	160
Sg_CM17_22	CM17	100	2049	1888	150
Sg_CM17_23	CM17	100	1621	1493	66
Sg_CM17_24	CM17	100	1878	1828	71
Sg_CM17_25	CM17	100	2281	2159	170
Sg_CM17_26	CM17	100	2450	2331	173
Sg_CM17_27	CM17	100	2232	2148	131
Sg_CM17_28	CM17	100	2848	2765	293
Sg_CM17_29	CM17	100	1839	1733	131
Sg_CM17_2	CM17	100	988	807	36
Sg_CM17_30	CM17	100	2225	2170	101
Sg_CM17_31	CM17	100	2016	1868	103
Sg_CM17_32	CM17	100	2111	2010	115
Sg_CM17_33	CM17	100	2735	2582	196
Sg_CM17_34	CM17	100	1593	1460	49
Sg_CM17_35	CM17	100	2239	2113	73
Sg_CM17_36	CM17	100	1468	1372	60
Sg_CM17_37	CM17	100	2057	1905	81
Sg_CM17_38	CM17	100	1970	1860	84
Sg_CM17_39	CM17	100	1678	1614	63
Sg_CM17_3	CM17	100	4108	4059	52
Sg_CM17_40	CM17	100	1815	1596	35
Sg_CM17_41	CM17	100	2141	1899	168
Sg_CM17_42	CM17	100	2270	1975	66
Sg_CM17_43	CM17	100	2181	2006	111
Sg_CM17_44	CM17	100	2057	1934	101
Sg_CM17_45	CM17	100	2083	2031	136
Sg_CM17_46	CM17	100	1778	1716	82
Sg_CM17_47	CM17	100	1762	1696	124
Sg_CM17_48	CM17	100	1780	1640	53
Sg_CM17_49	CM17	100	2068	1884	75
Sg_CM17_4	CM17	100	902	851	38
Sg_CM17_50	CM17	100	2282	2133	78
Sg_CM17_51	CM17	100	1453	1327	59
Sg_CM17_52	CM17	100	2342	2199	132
Sg_CM17_53	CM17	100	1520	1477	86
Sg_CM17_54	CM17	100	2309	2120	143
Sg_CM17_55	CM17	100	1996	1923	95
Sg_CM17_56	CM17	100	1361	1304	68
Sg_CM17_57	CM17	100	1835	1666	52
Sg_CM17_58	CM17	100	1713	1471	67
Sg_CM17_59	CM17	100	1830	1677	71
Sg_CM17_5	CM17	100	2018	1921	95
Sg_CM17_60	CM17	100	1830	1726	78
Sg_CM17_61	CM17	100	1647	1544	101
Sg_CM17_62	CM17	100	2288	2059	95
Sg_CM17_63	CM17	100	2724	2609	205
Sg_CM17_64	CM17	100	3920	3707	203
Sg_CM17_65	CM17	100	1886	1814	99
Sg_CM17_66	CM17	100	2360	2143	131
Sg_CM17_67	CM17	100	2908	2849	161
Sg_CM17_68	CM17	100	1960	1854	76
Sg_CM17_69	CM17	100	2938	2679	183
Sg_CM17_6	CM17	100	2034	1867	91
Sg_CM17_70	CM17	100	1656	1558	63
Sg_CM17_71	CM17	100	1480	1282	59
Sg_CM17_7	CM17	100	3176	2940	240
Sg_CM17_8	CM17	100	4106	3634	239
Sg_CM17_9	CM17	100	3897	3669	297
Sg_CM21_10	CM21	100	1763	1510	88
Sg_CM21_11	CM21	100	1751	1674	113
Sg_CM21_12	CM21	100	2604	2358	107
Sg_CM21_13	CM21	100	1840	1651	32
Sg_CM21_14	CM21	100	2043	1900	99
Sg_CM21_15	CM21	100	1934	1853	50
Sg_CM21_16	CM21	100	1359	1037	42
Sg_CM21_17	CM21	100	1756	1593	74
Sg_CM21_18	CM21	100	2496	2333	117
Sg_CM21_19	CM21	100	2275	1922	140
Sg_CM21_1	CM21	100	2366	2016	124
Sg_CM21_20	CM21	100	1929	1762	101
Sg_CM21_21	CM21	100	2429	2304	261
Sg_CM21_22	CM21	100	1903	1722	172
Sg_CM21_23	CM21	100	2338	2228	137
Sg_CM21_24	CM21	100	2206	2101	108
Sg_CM21_25	CM21	100	1861	1693	96
Sg_CM21_26	CM21	100	2642	2432	169
Sg_CM21_27	CM21	100	1899	1775	83
Sg_CM21_28	CM21	100	2989	2852	222
Sg_CM21_2	CM21	100	1985	1733	99
Sg_CM21_30	CM21	100	4432	4365	115
Sg_CM21_31	CM21	100	2148	1956	107
Sg_CM21_32	CM21	100	2624	2392	163
Sg_CM21_34	CM21	100	2176	1989	126
Sg_CM21_35	CM21	100	2489	2459	120
Sg_CM21_36	CM21	100	2406	2029	52
Sg_CM21_37	CM21	100	2448	2309	118
Sg_CM21_38	CM21	100	2024	1892	104
Sg_CM21_39	CM21	100	2404	2181	130
Sg_CM21_3	CM21	100	1601	1482	99
Sg_CM21_40	CM21	100	1646	1571	109
Sg_CM21_41	CM21	100	1419	1166	56
Sg_CM21_42	CM21	100	4172	3880	230
Sg_CM21_43	CM21	100	2568	2231	138
Sg_CM21_44	CM21	100	1868	1712	142
Sg_CM21_45	CM21	100	2586	2468	168
Sg_CM21_46	CM21	100	1799	1608	37
Sg_CM21_47	CM21	100	2397	2276	108
Sg_CM21_48	CM21	100	2963	2806	103
Sg_CM21_49	CM21	100	2116	1949	124
Sg_CM21_4	CM21	100	2022	1851	87
Sg_CM21_50	CM21	100	2034	1882	68
Sg_CM21_51	CM21	100	1886	1813	104
Sg_CM21_52	CM21	100	1706	1621	125
Sg_CM21_53	CM21	100	3869	3637	330
Sg_CM21_54	CM21	100	2004	1944	197
Sg_CM21_55	CM21	100	2220	1991	64
Sg_CM21_56	CM21	100	2224	2099	142
Sg_CM21_57	CM21	100	4365	4212	339
Sg_CM21_58	CM21	100	3326	3236	393
Sg_CM21_59	CM21	100	1678	1583	74
Sg_CM21_5	CM21	100	2029	1865	96
Sg_CM21_60	CM21	100	2363	2126	77
Sg_CM21_6	CM21	100	2025	1896	80
Sg_CM21_7	CM21	100	1688	1611	102
Sg_CM21_8	CM21	100	1539	1440	78
Sg_CM21_9	CM21	100	2197	1983	120
Sg_CM28A_10	CM28A	95	3686	3167	92
Sg_CM28A_11	CM28A	95	1953	1712	67
Sg_CM28A_12	CM28A	95	2243	1968	53
Sg_CM28A_13	CM28A	95	2237	2147	117
Sg_CM28A_14	CM28A	95	4016	3961	101
Sg_CM28A_15	CM28A	95	1717	1613	97
Sg_CM28A_16	CM28A	95	2566	2228	70
Sg_CM28A_17	CM28A	95	2056	1816	91
Sg_CM28A_18	CM28A	95	3949	3716	216
Sg_CM28A_19	CM28A	95	2442	2264	254
Sg_CM28A_1	CM28A	95	2082	1992	118
Sg_CM28A_20	CM28A	95	3861	3621	310
Sg_CM28A_21	CM28A	95	3161	3030	96
Sg_CM28A_22	CM28A	95	1806	1745	118
Sg_CM28A_23	CM28A	95	2104	1934	93
Sg_CM28A_24	CM28A	95	4240	3835	330
Sg_CM28A_25	CM28A	95	1692	1521	52
Sg_CM28A_26	CM28A	95	1728	1595	70
Sg_CM28A_27	CM28A	95	2192	2010	68
Sg_CM28A_28	CM28A	95	3239	3099	238
Sg_CM28A_29	CM28A	95	1892	1740	79
Sg_CM28A_2	CM28A	95	1970	1796	98
Sg_CM28A_30	CM28A	95	3702	3459	296
Sg_CM28A_31	CM28A	95	2186	2062	106
Sg_CM28A_32	CM28A	95	2008	1754	123
Sg_CM28A_33	CM28A	95	3042	2890	204
Sg_CM28A_34	CM28A	95	2750	2485	183
Sg_CM28A_35	CM28A	95	1410	1343	61
Sg_CM28A_36	CM28A	95	2032	1784	96
Sg_CM28A_37	CM28A	95	3026	2932	339
Sg_CM28A_38	CM28A	95	1787	1523	93
Sg_CM28A_39	CM28A	95	2162	1853	177
Sg_CM28A_3	CM28A	95	1867	1623	90
Sg_CM28A_40	CM28A	95	2267	2023	93
Sg_CM28A_41	CM28A	95	1524	1224	23
Sg_CM28A_42	CM28A	95	2555	2447	250
Sg_CM28A_43	CM28A	95	1639	1545	72
Sg_CM28A_44	CM28A	95	2334	2218	119
Sg_CM28A_45	CM28A	95	1293	1241	48
Sg_CM28A_46	CM28A	95	1465	1399	53
Sg_CM28A_47	CM28A	95	3200	3022	159
Sg_CM28A_48	CM28A	95	3212	3097	166
Sg_CM28A_49	CM28A	95	2142	2000	131
Sg_CM28A_4	CM28A	95	1947	1887	146
Sg_CM28A_50	CM28A	95	2055	1952	159
Sg_CM28A_51	CM28A	95	3022	2860	151
Sg_CM28A_52	CM28A	95	2062	1930	92
Sg_CM28A_53	CM28A	95	2262	2068	132
Sg_CM28A_54	CM28A	95	1682	1538	56
Sg_CM28A_55	CM28A	95	2061	1941	150
Sg_CM28A_56	CM28A	95	2275	1887	65
Sg_CM28A_57	CM28A	95	1995	1909	103
Sg_CM28A_58	CM28A	95	4079	3370	124
Sg_CM28A_59	CM28A	95	2162	1949	122
Sg_CM28A_5	CM28A	95	1153	1087	62
Sg_CM28A_60	CM28A	95	1473	1393	79
Sg_CM28A_61	CM28A	95	4773	4705	103
Sg_CM28A_62	CM28A	95	2212	2068	87
Sg_CM28A_63	CM28A	95	3982	3416	470
Sg_CM28A_64	CM28A	95	2618	2424	202
Sg_CM28A_65	CM28A	95	1874	1667	76
Sg_CM28A_66	CM28A	95	1733	1610	151
Sg_CM28A_67	CM28A	95	2886	2789	168
Sg_CM28A_68	CM28A	95	1932	1816	97
Sg_CM28A_69	CM28A	95	2738	2464	106
Sg_CM28A_6	CM28A	95	2734	2676	129
Sg_CM28A_70	CM28A	95	1957	1799	112
Sg_CM28A_71	CM28A	95	1791	1675	84
Sg_CM28A_72	CM28A	95	1888	1772	91
Sg_CM28A_73	CM28A	95	1829	1710	97
Sg_CM28A_75	CM28A	95	1380	1253	46
Sg_CM28A_76	CM28A	95	2227	2039	125
Sg_CM28A_77	CM28A	95	1402	1292	78
Sg_CM28A_7	CM28A	95	1712	1567	74
Sg_CM28A_8	CM28A	95	2918	2764	215
Sg_CM28A_9	CM28A	95	2450	2300	161
Sg_CM29A_10	CM29A	96	1453	1360	87
Sg_CM29A_11	CM29A	96	2475	2314	184
Sg_CM29A_12	CM29A	96	1986	1823	92
Sg_CM29A_13	CM29A	96	2569	2464	227
Sg_CM29A_14	CM29A	96	1209	1158	69
Sg_CM29A_15	CM29A	96	1781	1629	66
Sg_CM29A_16	CM29A	96	1833	1729	131
Sg_CM29A_17	CM29A	96	2374	2125	158
Sg_CM29A_18	CM29A	96	3786	3228	109
Sg_CM29A_19	CM29A	96	2036	1931	115
Sg_CM29A_1	CM29A	96	2461	2386	165
Sg_CM29A_20	CM29A	96	1877	1750	77
Sg_CM29A_21	CM29A	96	3029	2967	151
Sg_CM29A_22	CM29A	96	3719	3582	271
Sg_CM29A_23	CM29A	96	1330	1171	17
Sg_CM29A_24	CM29A	96	2570	2397	202
Sg_CM29A_25	CM29A	96	1733	1674	75
Sg_CM29A_26	CM29A	96	1569	1468	65
Sg_CM29A_27	CM29A	96	916	876	61
Sg_CM29A_28	CM29A	96	2377	2198	270
Sg_CM29A_29	CM29A	96	2063	1941	96
Sg_CM29A_2	CM29A	96	3966	3714	280
Sg_CM29A_30	CM29A	96	1554	1456	78
Sg_CM29A_31	CM29A	96	2477	2144	86
Sg_CM29A_32	CM29A	96	1658	1386	74
Sg_CM29A_33	CM29A	96	2451	2054	163
Sg_CM29A_34	CM29A	96	2012	1911	79
Sg_CM29A_35	CM29A	96	2052	1847	77
Sg_CM29A_36	CM29A	96	1439	1158	79
Sg_CM29A_37	CM29A	96	2078	1953	96
Sg_CM29A_38	CM29A	96	2025	1856	90
Sg_CM29A_39	CM29A	96	2251	2165	134
Sg_CM29A_3	CM29A	96	2193	2061	110
Sg_CM29A_40	CM29A	96	2550	2446	169
Sg_CM29A_41	CM29A	96	2531	2336	179
Sg_CM29A_42	CM29A	96	1765	1601	83
Sg_CM29A_43	CM29A	96	1331	1163	38
Sg_CM29A_44	CM29A	96	1825	1660	70
Sg_CM29A_45	CM29A	96	1784	1647	70
Sg_CM29A_46	CM29A	96	2715	2618	208
Sg_CM29A_47	CM29A	96	2420	2270	151
Sg_CM29A_48	CM29A	96	2138	2048	111
Sg_CM29A_49	CM29A	96	2828	2601	216
Sg_CM29A_4	CM29A	96	4445	4413	57
Sg_CM29A_50	CM29A	96	2490	2248	144
Sg_CM29A_51	CM29A	96	1999	1862	106
Sg_CM29A_52	CM29A	96	2212	2110	229
Sg_CM29A_53	CM29A	96	2219	2058	108
Sg_CM29A_54	CM29A	96	1612	1496	56
Sg_CM29A_55	CM29A	96	2027	1833	147
Sg_CM29A_56	CM29A	96	2153	1948	157
Sg_CM29A_57	CM29A	96	1443	1344	50
Sg_CM29A_58	CM29A	96	2656	2556	148
Sg_CM29A_59	CM29A	96	1728	1487	86
Sg_CM29A_5	CM29A	96	1783	1570	58
Sg_CM29A_60	CM29A	96	4663	4452	357
Sg_CM29A_61	CM29A	96	1662	1535	46
Sg_CM29A_62	CM29A	96	2371	2111	76
Sg_CM29A_63	CM29A	96	1651	1524	123
Sg_CM29A_64	CM29A	96	2621	2051	54
Sg_CM29A_67	CM29A	96	2267	1985	144
Sg_CM29A_68	CM29A	96	1607	1389	35
Sg_CM29A_6	CM29A	96	2026	1905	105
Sg_CM29A_7	CM29A	96	1529	1473	95
Sg_CM29A_8	CM29A	96	1393	1139	56
Sg_CM29A_9	CM29A	96	1798	1683	69
Sg_CM30A_10	CM30A	95	2868	2778	157
Sg_CM30A_11	CM30A	95	1961	1805	101
Sg_CM30A_12	CM30A	95	2323	2185	85
Sg_CM30A_13	CM30A	95	3482	3258	223
Sg_CM30A_14	CM30A	95	2340	2184	117
Sg_CM30A_15	CM30A	95	2425	2154	123
Sg_CM30A_16	CM30A	95	4450	4378	146
Sg_CM30A_17	CM30A	95	3471	3359	233
Sg_CM30A_18	CM30A	95	2491	2335	125
Sg_CM30A_19	CM30A	95	2360	2113	122
Sg_CM30A_1	CM30A	95	2316	2060	136
Sg_CM30A_20	CM30A	95	2375	2017	118
Sg_CM30A_21	CM30A	95	2054	1886	91
Sg_CM30A_22	CM30A	95	4379	4158	382
Sg_CM30A_23	CM30A	95	2499	2410	128
Sg_CM30A_24	CM30A	95	1834	1712	76
Sg_CM30A_25	CM30A	95	2517	2357	132
Sg_CM30A_26	CM30A	95	2915	2840	186
Sg_CM30A_27	CM30A	95	2881	2680	223
Sg_CM30A_28	CM30A	95	1868	1827	100
Sg_CM30A_29	CM30A	95	2560	2417	147
Sg_CM30A_2	CM30A	95	1968	1901	93
Sg_CM30A_30	CM30A	95	4161	4001	256
Sg_CM30A_31	CM30A	95	1920	1763	83
Sg_CM30A_32	CM30A	95	4583	4013	423
Sg_CM30A_33	CM30A	95	2581	2380	188
Sg_CM30A_3	CM30A	95	3307	3133	285
Sg_CM30A_4	CM30A	95	2596	2295	191
Sg_CM30A_5	CM30A	95	1805	1714	79
Sg_CM30A_6	CM30A	95	3042	2951	183
Sg_CM30A_7	CM30A	95	2841	2708	217
Sg_CM30A_8	CM30A	95	2397	2320	122
Sg_CM30A_9	CM30A	95	2844	2715	225
Sg_CM31A_10	CM31A	97	1916	1749	82
Sg_CM31A_11	CM31A	97	2098	1908	213
Sg_CM31A_12	CM31A	97	2017	1885	89
Sg_CM31A_13	CM31A	97	1883	1749	92
Sg_CM31A_14	CM31A	97	1951	1832	103
Sg_CM31A_15	CM31A	97	1848	1825	73
Sg_CM31A_16	CM31A	97	2244	2135	143
Sg_CM31A_17	CM31A	97	1998	1835	98
Sg_CM31A_18	CM31A	97	2261	2152	121
Sg_CM31A_19	CM31A	97	1643	1532	59
Sg_CM31A_1	CM31A	97	3818	3581	238
Sg_CM31A_20	CM31A	97	2840	2653	158
Sg_CM31A_21	CM31A	97	2182	1969	127
Sg_CM31A_22	CM31A	97	2228	2025	99
Sg_CM31A_23	CM31A	97	1943	1857	70
Sg_CM31A_24	CM31A	97	2374	2281	108
Sg_CM31A_25	CM31A	97	1888	1804	119
Sg_CM31A_26	CM31A	97	2456	2293	178
Sg_CM31A_27	CM31A	97	1803	1693	120
Sg_CM31A_28	CM31A	97	1941	1799	106
Sg_CM31A_29	CM31A	97	1968	1814	67
Sg_CM31A_2	CM31A	97	3044	2891	140
Sg_CM31A_30	CM31A	97	1784	1508	69
Sg_CM31A_31	CM31A	97	2007	1945	99
Sg_CM31A_32	CM31A	97	1814	1441	41
Sg_CM31A_33	CM31A	97	3732	3501	235
Sg_CM31A_34	CM31A	97	2365	2259	240
Sg_CM31A_35	CM31A	97	2303	2185	105
Sg_CM31A_36	CM31A	97	2255	2114	135
Sg_CM31A_37	CM31A	97	2134	1893	110
Sg_CM31A_38	CM31A	97	2570	2436	178
Sg_CM31A_39	CM31A	97	2170	2020	137
Sg_CM31A_3	CM31A	97	2090	1992	177
Sg_CM31A_40	CM31A	97	2219	2086	118
Sg_CM31A_41	CM31A	97	1879	1754	84
Sg_CM31A_42	CM31A	97	1743	1655	83
Sg_CM31A_43	CM31A	97	1792	1693	87
Sg_CM31A_44	CM31A	97	1693	1644	59
Sg_CM31A_45	CM31A	97	5071	4926	209
Sg_CM31A_46	CM31A	97	1872	1776	69
Sg_CM31A_47	CM31A	97	2164	1985	77
Sg_CM31A_48	CM31A	97	2695	2451	207
Sg_CM31A_49	CM31A	97	3081	2888	191
Sg_CM31A_4	CM31A	97	3632	3494	255
Sg_CM31A_50	CM31A	97	1984	1824	110
Sg_CM31A_51	CM31A	97	2517	2198	208
Sg_CM31A_52	CM31A	97	3752	3692	142
Sg_CM31A_55	CM31A	97	1914	1754	71
Sg_CM31A_56	CM31A	97	1967	1740	127
Sg_CM31A_5	CM31A	97	1646	1543	59
Sg_CM31A_6	CM31A	97	1933	1849	139
Sg_CM31A_7	CM31A	97	1980	1869	92
Sg_CM31A_8	CM31A	97	3851	3663	307
Sg_CM31A_9	CM31A	97	2084	1999	107
Sg_CM32A_10	CM32A	97	1659	1569	72
Sg_CM32A_11	CM32A	97	2163	1975	67
Sg_CM32A_12	CM32A	97	1775	1707	113
Sg_CM32A_13	CM32A	97	1990	1833	88
Sg_CM32A_14	CM32A	97	4191	3905	340
Sg_CM32A_15	CM32A	97	1725	1546	86
Sg_CM32A_16	CM32A	97	1986	1924	99
Sg_CM32A_17	CM32A	97	2225	1806	77
Sg_CM32A_18	CM32A	97	1898	1801	81
Sg_CM32A_19	CM32A	97	2210	2033	105
Sg_CM32A_1	CM32A	97	1621	1532	109
Sg_CM32A_20	CM32A	97	2221	2144	136
Sg_CM32A_21	CM32A	97	2373	2113	290
Sg_CM32A_22	CM32A	97	2078	1866	109
Sg_CM32A_23	CM32A	97	1261	1222	35
Sg_CM32A_24	CM32A	97	2747	2548	224
Sg_CM32A_25	CM32A	97	1063	1024	31
Sg_CM32A_26	CM32A	97	2140	2002	152
Sg_CM32A_27	CM32A	97	3809	3737	101
Sg_CM32A_28	CM32A	97	1141	1074	45
Sg_CM32A_29	CM32A	97	2397	2163	161
Sg_CM32A_2	CM32A	97	1465	1339	59
Sg_CM32A_30	CM32A	97	1364	1003	37
Sg_CM32A_31	CM32A	97	2008	1853	86
Sg_CM32A_32	CM32A	97	2185	2089	124
Sg_CM32A_33	CM32A	97	2166	1952	119
Sg_CM32A_34	CM32A	97	3848	3683	343
Sg_CM32A_35	CM32A	97	3197	2968	171
Sg_CM32A_36	CM32A	97	2791	2584	227
Sg_CM32A_37	CM32A	97	1950	1766	202
Sg_CM32A_38	CM32A	97	2301	2213	133
Sg_CM32A_39	CM32A	97	1567	1499	54
Sg_CM32A_3	CM32A	97	2693	2507	160
Sg_CM32A_40	CM32A	97	3252	3055	207
Sg_CM32A_41	CM32A	97	1833	1704	86
Sg_CM32A_42	CM32A	97	4069	3727	322
Sg_CM32A_43	CM32A	97	2110	1979	84
Sg_CM32A_44	CM32A	97	2223	2011	123
Sg_CM32A_45	CM32A	97	2162	2029	99
Sg_CM32A_46	CM32A	97	2486	2380	155
Sg_CM32A_47	CM32A	97	1378	1362	75
Sg_CM32A_48	CM32A	97	3951	3405	373
Sg_CM32A_49	CM32A	97	2537	2309	181
Sg_CM32A_4	CM32A	97	3356	3157	186
Sg_CM32A_50	CM32A	97	2100	1947	117
Sg_CM32A_52	CM32A	97	1948	1689	87
Sg_CM32A_53	CM32A	97	2118	1868	147
Sg_CM32A_5	CM32A	97	1777	1689	105
Sg_CM32A_6	CM32A	97	2375	2235	117
Sg_CM32A_7	CM32A	97	1769	1530	85
Sg_CM32A_8	CM32A	97	2046	1908	76
Sg_CM32A_9	CM32A	97	2192	2030	98
Sg_CM33A_10	CM33A	95	1938	1844	133
Sg_CM33A_11	CM33A	95	3095	2913	251
Sg_CM33A_12	CM33A	95	2119	1842	123
Sg_CM33A_13	CM33A	95	1334	1025	46
Sg_CM33A_14	CM33A	95	1866	1766	76
Sg_CM33A_15	CM33A	95	2337	2142	268
Sg_CM33A_16	CM33A	95	1890	1733	155
Sg_CM33A_17	CM33A	95	2160	1952	138
Sg_CM33A_18	CM33A	95	4757	4689	127
Sg_CM33A_19	CM33A	95	1777	1619	160
Sg_CM33A_1	CM33A	95	1632	1444	53
Sg_CM33A_20	CM33A	95	1598	1328	49
Sg_CM33A_21	CM33A	95	1861	1673	67
Sg_CM33A_22	CM33A	95	1078	830	27
Sg_CM33A_23	CM33A	95	2083	1709	73
Sg_CM33A_24	CM33A	95	2361	2203	133
Sg_CM33A_25	CM33A	95	1958	1787	41
Sg_CM33A_26	CM33A	95	1757	1645	99
Sg_CM33A_27	CM33A	95	2125	2001	135
Sg_CM33A_28	CM33A	95	3606	3461	222
Sg_CM33A_29	CM33A	95	1745	1607	77
Sg_CM33A_2	CM33A	95	2247	2139	101
Sg_CM33A_30	CM33A	95	4138	4090	72
Sg_CM33A_31	CM33A	95	1335	1169	26
Sg_CM33A_32	CM33A	95	1885	1723	67
Sg_CM33A_33	CM33A	95	1709	1563	77
Sg_CM33A_34	CM33A	95	2289	2172	141
Sg_CM33A_35	CM33A	95	2373	2121	124
Sg_CM33A_36	CM33A	95	2262	2183	238
Sg_CM33A_37	CM33A	95	3446	3203	239
Sg_CM33A_38	CM33A	95	2364	2168	132
Sg_CM33A_39	CM33A	95	2248	2158	116
Sg_CM33A_3	CM33A	95	1862	1721	74
Sg_CM33A_40	CM33A	95	1788	1711	84
Sg_CM33A_41	CM33A	95	1549	1427	37
Sg_CM33A_42	CM33A	95	2011	1842	92
Sg_CM33A_43	CM33A	95	2364	2193	127
Sg_CM33A_44	CM33A	95	2182	2044	149
